experiment,run,event
22,611,32862021
22,611,48724963
22,614,33899628
22,614,1833128
22,614,12883469
22,614,31533966
22,614,20207553
22,614,18339816
22,615,18489347
22,615,17378651
22,615,12802068
22,615,4349538
22,615,6090608
22,615,7390184
22,615,12134425
22,620,8355975
22,620,9137845
22,620,1191583
22,620,952674
22,620,14908019
22,621,7128729
22,621,3516866
22,621,12808991
22,622,3610856
22,622,7032798
22,622,2637762
22,622,2920110
22,623,19632157
22,623,12472033
22,623,4103579
22,623,17625600
22,623,12450269
22,643,409524
22,646,803482
22,646,15154425
22,646,6262741
22,646,6995605
22,646,10513722
22,646,2174738
22,646,1500115
22,646,13680491
22,647,19344036
22,647,22044911
22,647,1467869
22,647,22901295
22,647,24413932
22,647,9280949
22,647,15433639
22,647,24907853
22,647,28159949
22,647,7541390
22,647,1457406
22,647,23584519
22,647,20735272
22,387,8215746
22,387,21176055
22,387,21935609
22,387,21124247
22,648,2459315
22,648,731862
22,648,737604
22,682,4280115
22,682,805181
22,687,11360447
22,687,17602868
22,687,4570319
22,687,7468564
22,687,22599659
22,687,410227
22,687,17559807
22,687,8034447
22,687,19485590
22,687,14776054
22,688,9051248
22,688,8091537
22,688,2623724
22,688,3592902
22,691,384492
22,691,1034896
22,691,5206751
22,691,5205949
22,691,5299129
22,691,15072500
22,691,3530626
22,691,4010026
22,691,18158253
22,692,119540
22,692,4578856
22,692,7249364
22,721,1031967
22,722,11028792
22,387,14041387
22,387,22198596
22,387,22521136
22,722,9557936
22,722,1714884
22,722,31375482
22,722,40409875
22,722,22678763
22,722,29976658
22,722,30880988
22,722,22382814
22,722,47969494
22,722,32558476
22,722,36020480
22,723,25989764
22,723,27536504
22,723,7675045
22,723,34423827
22,723,18299908
22,723,62800143
22,723,21658727
22,723,46813794
22,723,926347
22,723,51798439
22,723,52874209
22,723,1029974
22,723,22327612
22,723,2355928
22,723,57055694
22,723,23716209
22,723,17983707
22,723,5449241
22,723,12923160
22,723,20952182
22,723,57543521
22,396,14434605
22,396,27962642
22,396,25798402
22,372,5189180
22,372,3848276
22,372,158742
22,396,8373230
22,396,3788191
22,396,44577382
22,396,8442346
22,396,13036721
22,396,41684466
22,396,7185989
22,396,23107773
22,396,51359676
22,396,24636389
22,396,27557708
22,396,29625111
